Doculect,l_0,c_tnsmood,c_aspect,c_Aper,c_Anum,c_Uper,c_Unum,c_plur,wordform,f_p1,f_p2,f_p3,f_stem,f_s1,f_s2,f_s3
Ngkolmpu,TOUCH,pres,dur,3,nsg,2,nsg,npl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,pres,dur,3,nsg,2,nsg,pl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,pres,dur,3,nsg,3,nsg,npl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,pres,dur,3,nsg,3,nsg,pl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,1,sg,2,sg,npl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,1,sg,2,sg,pl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,1,sg,2,nsg,npl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,1,sg,2,nsg,pl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,1,sg,3,nsg,npl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,1,sg,3,nsg,pl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,1,nsg,2,sg,npl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,1,nsg,2,sg,pl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,1,nsg,2,nsg,npl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,1,nsg,2,nsg,pl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,1,nsg,3,nsg,npl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,1,nsg,3,nsg,pl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,2,sg,1,sg,npl,wpinoy,,w,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,2,sg,1,sg,pl,wpinoy,,w,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,2,sg,1,nsg,npl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,2,sg,1,nsg,pl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,2,sg,3,nsg,npl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,2,sg,3,nsg,pl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,2,nsg,1,sg,npl,wpinons,,w,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,2,nsg,1,sg,pl,wpinons,,w,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,2,nsg,1,nsg,npl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,2,nsg,1,nsg,pl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,2,nsg,3,nsg,npl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,2,nsg,3,nsg,pl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,sg,1,sg,npl,wpinoy,,w,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,1,sg,pl,wpinoy,,w,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,1,nsg,npl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,1,nsg,pl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,2,sg,npl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,2,sg,pl,npinoy,,n,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,2,nsg,npl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,2,nsg,pl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,3,nsg,npl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,sg,3,nsg,pl,ypinoy,,y,,pino,,,y
Ngkolmpu,TOUCH,hod,dur,3,nsg,1,sg,npl,wpinons,,w,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,1,sg,pl,wpinons,,w,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,1,nsg,npl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,1,nsg,pl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,2,sg,npl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,2,sg,pl,npinons,,n,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,2,nsg,npl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,2,nsg,pl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,3,nsg,npl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,dur,3,nsg,3,nsg,pl,ypinons,,y,,pino,,,ns
Ngkolmpu,TOUCH,hod,pfv,1,sg,2,sg,npl,knpinoy,,kn,,pino,,,y
Ngkolmpu,TOUCH,hod,pfv,1,sg,2,nsg,npl,spinoy,,s,,pino,,,y
Ngkolmpu,TOUCH,hod,pfv,1,sg,3,nsg,npl,spinoy,,s,,pino,,,y
Ngkolmpu,TOUCH,hod,pfv,1,nsg,2,sg,npl,knpinome,,kn,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,1,nsg,2,nsg,npl,spinome,,s,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,1,nsg,3,nsg,npl,spinome,,s,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,2,sg,1,sg,npl,bpino,,b,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,2,sg,1,nsg,npl,knpino,,kn,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,2,sg,3,nsg,npl,spino,,s,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,2,nsg,1,sg,npl,bpinome,,b,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,2,nsg,1,nsg,npl,knpinome,,kn,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,2,nsg,3,nsg,npl,spinome,,s,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,3,sg,1,sg,npl,bpino,,b,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,3,sg,1,nsg,npl,knpino,,kn,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,3,sg,2,sg,npl,knpino,,kn,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,3,sg,2,nsg,npl,spino,,s,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,3,sg,3,nsg,npl,spino,,s,,pino,,,
Ngkolmpu,TOUCH,hod,pfv,3,nsg,1,sg,npl,bpinome,,b,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,3,nsg,1,nsg,npl,knpinome,,kn,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,3,nsg,2,sg,npl,knpinome,,kn,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,3,nsg,2,nsg,npl,spinome,,s,,pino,,,me
Ngkolmpu,TOUCH,hod,pfv,3,nsg,3,nsg,npl,spinome,,s,,pino,,,me
Ngkolmpu,TOUCH,rct,dur,1,sg,2,sg,npl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,1,sg,2,sg,pl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,1,sg,2,nsg,npl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,1,sg,2,nsg,pl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,1,sg,3,nsg,npl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,1,sg,3,nsg,pl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,1,nsg,2,sg,npl,kwnpinoy,kw,n,,pino,,,y
Ngkolmpu,TOUCH,rct,dur,1,nsg,2,sg,pl,kwnpinoy,kw,n,,pino,,,y
Ngkolmpu,TOUCH,rct,dur,1,nsg,2,nsg,npl,swpinoy,,sw,,pino,,,y
Ngkolmpu,TOUCH,rct,dur,1,nsg,2,nsg,pl,swpinoy,,sw,,pino,,,y
Ngkolmpu,TOUCH,rct,dur,1,nsg,3,nsg,npl,swpinoy,,sw,,pino,,,y
Ngkolmpu,TOUCH,rct,dur,1,nsg,3,nsg,pl,swpinoy,,sw,,pino,,,y
Ngkolmpu,TOUCH,rct,dur,2,sg,1,sg,npl,kwwpino,kw,w,,pino,,,
Ngkolmpu,TOUCH,rct,dur,2,sg,1,sg,pl,kwwpino,kw,w,,pino,,,
Ngkolmpu,TOUCH,rct,dur,2,sg,1,nsg,npl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,2,sg,1,nsg,pl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,2,sg,3,nsg,npl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,2,sg,3,nsg,pl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,2,nsg,1,sg,npl,kwwpinoe,kw,w,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,2,nsg,1,sg,pl,kwwpinoe,kw,w,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,2,nsg,1,nsg,npl,kwnpinoe,kw,n,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,2,nsg,1,nsg,pl,kwnpinoe,kw,n,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,2,nsg,3,nsg,npl,swpinoe,,sw,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,2,nsg,3,nsg,pl,swpinoe,,sw,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,sg,1,sg,npl,kwwpino,kw,w,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,1,sg,pl,kwwpino,kw,w,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,1,nsg,npl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,1,nsg,pl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,2,sg,npl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,2,sg,pl,kwnpino,kw,n,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,2,nsg,npl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,2,nsg,pl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,3,nsg,npl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,sg,3,nsg,pl,swpino,,sw,,pino,,,
Ngkolmpu,TOUCH,rct,dur,3,nsg,1,sg,npl,kwwpinoe,kw,w,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,1,sg,pl,kwwpinoe,kw,w,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,1,nsg,npl,kwnpinoe,kw,n,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,1,nsg,pl,kwnpinoe,kw,n,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,2,sg,npl,kwnpinoe,kw,n,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,2,sg,pl,kwnpinoe,kw,n,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,2,nsg,npl,swpinoe,,sw,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,2,nsg,pl,swpinoe,,sw,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,3,nsg,npl,swpinoe,,sw,,pino,,,e
Ngkolmpu,TOUCH,rct,dur,3,nsg,3,nsg,pl,swpinoe,,sw,,pino,,,e
Ngkolmpu,TOUCH,rct,ipfv,1,sg,2,sg,npl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,1,sg,2,sg,pl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,1,sg,2,nsg,npl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,1,sg,2,nsg,pl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,1,sg,3,nsg,npl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,1,sg,3,nsg,pl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,1,nsg,2,sg,npl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,1,nsg,2,sg,pl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,1,nsg,2,nsg,npl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,1,nsg,2,nsg,pl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,1,nsg,3,nsg,npl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,1,nsg,3,nsg,pl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,2,sg,1,sg,npl,wpinoen,,w,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,2,sg,1,sg,pl,wpinoen,,w,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,2,sg,1,nsg,npl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,2,sg,1,nsg,pl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,2,sg,3,nsg,npl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,2,sg,3,nsg,pl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,2,nsg,1,sg,npl,wpinoene,,w,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,2,nsg,1,sg,pl,wpinoene,,w,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,2,nsg,1,nsg,npl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,2,nsg,1,nsg,pl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,2,nsg,3,nsg,npl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,2,nsg,3,nsg,pl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,sg,1,sg,npl,wpinoen,,w,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,1,sg,pl,wpinoen,,w,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,1,nsg,npl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,1,nsg,pl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,2,sg,npl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,2,sg,pl,npinoen,,n,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,2,nsg,npl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,2,nsg,pl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,3,nsg,npl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,sg,3,nsg,pl,ypinoen,,y,,pino,en,,
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,1,sg,npl,wpinoene,,w,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,1,sg,pl,wpinoene,,w,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,1,nsg,npl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,1,nsg,pl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,2,sg,npl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,2,sg,pl,npinoene,,n,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,2,nsg,npl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,2,nsg,pl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,3,nsg,npl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,ipfv,3,nsg,3,nsg,pl,ypinoene,,y,,pino,en,,e
Ngkolmpu,TOUCH,rct,pfv,1,sg,2,sg,npl,knpinont,,kn,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,1,sg,2,nsg,npl,spinont,,s,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,1,sg,3,nsg,npl,spinont,,s,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,1,nsg,2,sg,npl,knpinontrans,,kn,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,1,nsg,2,nsg,npl,spinontrans,,s,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,1,nsg,3,nsg,npl,spinontrans,,s,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,2,sg,1,sg,npl,bpinont,,b,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,2,sg,1,nsg,npl,knpinont,,kn,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,2,sg,3,nsg,npl,spinont,,s,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,2,nsg,1,sg,npl,bpinontrans,,b,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,2,nsg,1,nsg,npl,knpinontrans,,kn,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,2,nsg,3,nsg,npl,spinontrans,,s,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,3,sg,1,sg,npl,bpinont,,b,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,3,sg,1,nsg,npl,knpinont,,kn,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,3,sg,2,sg,npl,knpinont,,kn,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,3,sg,2,nsg,npl,spinont,,s,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,3,sg,3,nsg,npl,spinont,,s,,pino,nt,,
Ngkolmpu,TOUCH,rct,pfv,3,nsg,1,sg,npl,bpinontrans,,b,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,3,nsg,1,nsg,npl,knpinontrans,,kn,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,3,nsg,2,sg,npl,knpinontrans,,kn,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,3,nsg,2,nsg,npl,spinontrans,,s,,pino,nt,,rans
Ngkolmpu,TOUCH,rct,pfv,3,nsg,3,nsg,npl,spinontrans,,s,,pino,nt,,rans
Ngkolmpu,TOUCH,rmt,dur,1,sg,2,sg,npl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,1,sg,2,sg,pl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,1,sg,2,nsg,npl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,1,sg,2,nsg,pl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,1,sg,3,nsg,npl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,1,sg,3,nsg,pl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,1,nsg,2,sg,npl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,1,nsg,2,sg,pl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,1,nsg,2,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,1,nsg,2,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,1,nsg,3,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,1,nsg,3,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,2,sg,1,sg,npl,wpinow,,w,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,2,sg,1,sg,pl,wpinow,,w,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,2,sg,1,nsg,npl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,2,sg,1,nsg,pl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,2,sg,3,nsg,npl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,2,sg,3,nsg,pl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,2,nsg,1,sg,npl,wpinongkai,,w,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,2,nsg,1,sg,pl,wpinongkai,,w,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,2,nsg,1,nsg,npl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,2,nsg,1,nsg,pl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,2,nsg,3,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,2,nsg,3,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,sg,1,sg,npl,wpinow,,w,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,1,sg,pl,wpinow,,w,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,1,nsg,npl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,1,nsg,pl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,2,sg,npl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,2,sg,pl,npinow,,n,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,2,nsg,npl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,2,nsg,pl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,3,nsg,npl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,sg,3,nsg,pl,ypinow,,y,,pino,,,w
Ngkolmpu,TOUCH,rmt,dur,3,nsg,1,sg,npl,wpinongkai,,w,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,1,sg,pl,wpinongkai,,w,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,1,nsg,npl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,1,nsg,pl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,2,sg,npl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,2,sg,pl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,2,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,2,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,3,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,rmt,dur,3,nsg,3,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,1,sg,2,sg,npl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,1,sg,2,sg,pl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,1,sg,2,nsg,npl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,1,sg,2,nsg,pl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,1,sg,3,nsg,npl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,1,sg,3,nsg,pl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,1,nsg,2,sg,npl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,1,nsg,2,sg,pl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,1,nsg,2,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,1,nsg,2,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,1,nsg,3,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,1,nsg,3,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,2,sg,1,sg,npl,wpinongk,,w,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,2,sg,1,sg,pl,wpinongk,,w,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,2,sg,1,nsg,npl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,2,sg,1,nsg,pl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,2,sg,3,nsg,npl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,2,sg,3,nsg,pl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,2,nsg,1,sg,npl,wpinongkai,,w,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,2,nsg,1,sg,pl,wpinongkai,,w,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,2,nsg,1,nsg,npl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,2,nsg,1,nsg,pl,npinongkai,,n,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,2,nsg,3,nsg,npl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,2,nsg,3,nsg,pl,ypinongkai,,y,,pino,ngk,,ai
Ngkolmpu,TOUCH,pstpot,dur,3,sg,1,sg,npl,wpinongk,,w,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,1,sg,pl,wpinongk,,w,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,1,nsg,npl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,1,nsg,pl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,2,sg,npl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,2,sg,pl,npinongk,,n,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,2,nsg,npl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,2,nsg,pl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,3,nsg,npl,ypinongk,,y,,pino,ngk,,
Ngkolmpu,TOUCH,pstpot,dur,3,sg,3,nsg,pl,ypinongk,,y,,pino,ngk,,
